294521.74999999994,346447.0000000001,105.5544014
277919.54,324764.41000000015,203.96414804444458
268982.23999999993,300036.9400000001,296.5992336444445
261110.77999999997,281814.77999999997,386.30854824444486
251169.6199999999,272114.83999999997,473.2806969333343
245791.16999999998,261530.91999999998,557.3584811111118
241137.59,255070.8299999999,639.9132909333339
236731.71,253759.54000000007,721.1885545777782
231659.67999999993,245438.34999999995,800.5608916444444
224292.59999999995,246091.1600000001,878.4128576666665
221737.86000000002,242708.49999999997,954.3886509555567
218452.82000000004,237280.89000000004,1029.0078414000031
215331.57999999987,230360.87999999992,1102.3461770000035
208374.34,224883.6000000001,1174.1019870666707
203592.33999999994,220388.0900000001,1243.9340400666717
199468.9999999999,214941.46999999986,1312.1425962222256
198164.9599999999,210442.27999999985,1379.241896777777
194689.87999999992,214398.00000000003,1445.736284088888
193815.77999999985,203511.5899999999,1511.160251288887
187447.56999999986,202415.2599999999,1575.839235755552
186626.21999999988,200269.57999999996,1639.4641148444439
182647.38999999998,198841.05999999982,1701.9255802666678
180847.77,193311.15999999992,1763.1011198444467
180463.87,187915.71999999997,1823.595409022223
178440.58,188069.67999999996,1884.0219672888923
174326.70000000004,185671.10000000003,1943.84263702223
174248.94000000003,182841.98,2002.9271066444562
169966.84,182117.66000000003,2061.2563845777963
167625.78999999998,179143.55000000002,2118.1790233111387
167125.42999999996,175718.75999999998,2174.52407780003
166378.23999999993,177110.23,2230.620683977807
165711.01999999987,176020.23999999996,2286.722366511139
164077.33999999976,178037.4699999999,2342.3692310222496
162563.11999999985,173448.95999999988,2397.5919223111373
161577.85999999987,175032.95999999988,2452.5003924444595
159988.54999999993,176919.52999999988,2507.068197888895
159056.29999999984,171492.56999999998,2561.0827226666706
157999.68999999992,166374.7799999999,2614.350173577773
156190.1299999999,169972.1999999999,2667.311616533329
154897.73999999993,164884.60999999993,2719.6659062222056
153431.73999999993,162624.18999999994,2771.513425822202
152595.35999999993,160344.73999999987,2822.8392063110896
150827.74,157625.59,2873.75386168886
149453.71,157750.54999999996,2924.501443644413
147518.2199999999,158499.56000000003,2974.90914348886
144614.71,155097.80999999994,3024.4842130888674
